7.621225714683532715e+01,8.096981048583984375e+01,7.035681605339050293e+01,7.859103679656982422e+01,8.023787736892700195e+01,8.042085766792297363e+01,8.179323077201843262e+01,7.456541657447814941e+01,7.676120996475219727e+01,8.023787736892700195e+01
7.456541657447814941e+01,8.161024451255798340e+01,7.236962318420410156e+01,7.923147082328796387e+01,8.096981048583984375e+01,8.087831735610961914e+01,8.234217762947082520e+01,7.593778371810913086e+01,7.703568339347839355e+01,7.950594425201416016e+01
7.474839687347412109e+01,8.234217762947082520e+01,7.172918319702148438e+01,7.978042364120483398e+01,8.142726421356201172e+01,8.087831735610961914e+01,8.316559791564941406e+01,7.474839687347412109e+01,7.740164399147033691e+01,8.188472390174865723e+01
7.401646971702575684e+01,8.124428391456604004e+01,7.200366258621215820e+01,7.996340394020080566e+01,8.087831735610961914e+01,8.078682422637939453e+01,8.398901820182800293e+01,7.502287030220031738e+01,7.740164399147033691e+01,7.676120996475219727e+01
7.584629654884338379e+01,7.959743738174438477e+01,7.209514975547790527e+01,7.895699739456176758e+01,8.060384392738342285e+01,7.950594425201416016e+01,8.362305760383605957e+01,7.419945001602172852e+01,7.666971683502197266e+01,7.886551022529602051e+01
7.520585656166076660e+01,8.161024451255798340e+01,7.191216945648193359e+01,7.758463025093078613e+01,8.069533109664916992e+01,8.051235079765319824e+01,8.289112448692321777e+01,7.474839687347412109e+01,7.703568339347839355e+01,8.096981048583984375e+01
7.657822370529174805e+01,8.133577108383178711e+01,7.163769602775573730e+01,7.987191081047058105e+01,8.115279078483581543e+01,8.161024451255798340e+01,8.270814418792724609e+01,7.548032999038696289e+01,7.740164399147033691e+01,8.124428391456604004e+01
7.474839687347412109e+01,8.234217762947082520e+01,7.172918319702148438e+01,7.978042364120483398e+01,8.142726421356201172e+01,8.087831735610961914e+01,8.316559791564941406e+01,7.474839687347412109e+01,7.740164399147033691e+01,8.188472390174865723e+01
7.548032999038696289e+01,8.133577108383178711e+01,7.081426978111267090e+01,7.913998365402221680e+01,8.133577108383178711e+01,8.069533109664916992e+01,8.334858417510986328e+01,7.502287030220031738e+01,7.685269713401794434e+01,8.124428391456604004e+01
7.502287030220031738e+01,8.151875734329223633e+01,7.090576291084289551e+01,7.877401709556579590e+01,8.170173764228820801e+01,8.087831735610961914e+01,8.371454477310180664e+01,7.520585656166076660e+01,7.740164399147033691e+01,8.197621107101440430e+01
