2.894704043865203857e-01,2.885393798351287842e-01,2.872266769409179688e-01,2.872852087020874023e-01,2.884721159934997559e-01,2.892013490200042725e-01,2.866598367691040039e-01,2.891921401023864746e-01,2.876437604427337646e-01,2.880561053752899170e-01
2.718709707260131836e-01,2.687582373619079590e-01,2.694844603538513184e-01,2.676146328449249268e-01,2.693486809730529785e-01,2.664821743965148926e-01,2.659873366355895996e-01,2.723910510540008545e-01,2.662858366966247559e-01,2.682814002037048340e-01
2.605372369289398193e-01,2.717699706554412842e-01,2.639837563037872314e-01,2.736152410507202148e-01,2.604151070117950439e-01,2.622088789939880371e-01,2.592239975929260254e-01,2.735396325588226318e-01,2.597715556621551514e-01,2.590960860252380371e-01
2.567391097545623779e-01,2.587462067604064941e-01,2.555757761001586914e-01,2.562348246574401855e-01,2.547501027584075928e-01,2.553820013999938965e-01,2.567115724086761475e-01,2.578663229942321777e-01,2.635395526885986328e-01,2.562484741210937500e-01
2.526021301746368408e-01,2.567355632781982422e-01,2.542835772037506104e-01,2.512668967247009277e-01,2.536248564720153809e-01,2.619278132915496826e-01,2.542273402214050293e-01,2.545568346977233887e-01,2.530145943164825439e-01,2.682493627071380615e-01
2.572096288204193115e-01,2.595584988594055176e-01,2.585215568542480469e-01,2.574477195739746094e-01,2.579655349254608154e-01,2.714782953262329102e-01,2.591679096221923828e-01,2.578799128532409668e-01,2.571383714675903320e-01,2.591892182826995850e-01
2.620603740215301514e-01,2.605184614658355713e-01,2.633140087127685547e-01,2.578199505805969238e-01,2.584174871444702148e-01,2.761113941669464111e-01,2.587223947048187256e-01,2.655365169048309326e-01,2.610081732273101807e-01,2.584640681743621826e-01
2.605372369289398193e-01,2.717699706554412842e-01,2.639837563037872314e-01,2.736152410507202148e-01,2.604151070117950439e-01,2.622088789939880371e-01,2.592239975929260254e-01,2.735396325588226318e-01,2.597715556621551514e-01,2.590960860252380371e-01
2.599133849143981934e-01,2.608043551445007324e-01,2.613952159881591797e-01,2.588474750518798828e-01,2.606212794780731201e-01,2.631147503852844238e-01,2.644761204719543457e-01,2.627209424972534180e-01,2.630767226219177246e-01,2.596819698810577393e-01
2.600217163562774658e-01,2.645807266235351562e-01,2.689630687236785889e-01,2.589620351791381836e-01,2.601360976696014404e-01,2.688314616680145264e-01,2.609246969223022461e-01,2.646524608135223389e-01,2.639048695564270020e-01,2.650139927864074707e-01
