2.655314281582832336e-02,1.550133246928453445e-02,1.433755178004503250e-02,1.544792763888835907e-02,2.233569510281085968e-02,1.662188582122325897e-02,1.443727873265743256e-02,1.494974642992019653e-02,2.187609113752841949e-02,1.477192062884569168e-02
2.002833783626556396e-02,6.505742203444242477e-03,1.898845657706260681e-02,1.338174100965261459e-02,1.952542923390865326e-02,6.086566019803285599e-03,8.359882049262523651e-03,1.530841644853353500e-02,6.795250810682773590e-03,9.686305187642574310e-03
8.289559744298458099e-03,3.369446471333503723e-02,1.469319779425859451e-02,4.696232452988624573e-02,9.100252762436866760e-03,1.034089084714651108e-02,4.376670345664024353e-03,4.257037863135337830e-02,6.503399927169084549e-03,5.918171722441911697e-03
6.777424830943346024e-03,5.969957448542118073e-03,3.037129761651158333e-03,8.987980894744396210e-03,3.082766430452466011e-03,4.536744207143783569e-03,5.799976643174886703e-03,8.191295899450778961e-03,1.971455477178096771e-02,5.569990258663892746e-03
2.618484199047088623e-03,7.748129777610301971e-03,8.007842116057872772e-03,3.666098462417721748e-03,6.110400892794132233e-03,2.690162137150764465e-02,5.287918262183666229e-03,7.466490846127271652e-03,5.474537145346403122e-03,4.658495262265205383e-02
6.312365643680095673e-03,8.971602655947208405e-03,7.630936801433563232e-03,1.026850938796997070e-02,6.024196743965148926e-03,3.816621750593185425e-02,1.140887755900621414e-02,3.821712220087647438e-03,6.837098393589258194e-03,1.233536284416913986e-02
1.618502475321292877e-02,7.437032181769609451e-03,1.638094894587993622e-02,8.099760860204696655e-03,4.986881744116544724e-03,4.771021008491516113e-02,4.843428730964660645e-03,1.875213161110877991e-02,1.180578768253326416e-02,4.956057760864496231e-03
8.289559744298458099e-03,3.369446471333503723e-02,1.469319779425859451e-02,4.696232452988624573e-02,9.100252762436866760e-03,1.034089084714651108e-02,4.376670345664024353e-03,4.257037863135337830e-02,6.503399927169084549e-03,5.918171722441911697e-03
6.465678103268146515e-03,6.832074839621782303e-03,7.922621443867683411e-03,4.788215737789869308e-03,8.653684519231319427e-03,1.426043082028627396e-02,1.471401285380125046e-02,8.096571080386638641e-03,1.370214950293302536e-02,5.300337914377450943e-03
3.965051379054784775e-03,1.579923927783966064e-02,2.938467822968959808e-02,4.905377514660358429e-03,6.593765225261449814e-03,2.402189001441001892e-02,8.221626281738281250e-03,1.113653462380170822e-02,1.745600067079067230e-02,1.700239069759845734e-02
