5.640000104904174805e+01,5.573333501815795898e+01,6.090000271797180176e+01,5.766666531562805176e+01,6.393333077430725098e+01,5.026666522026062012e+01,4.569999873638153076e+01,5.596666932106018066e+01,5.463333129882812500e+01,5.773333311080932617e+01
5.630000233650207520e+01,5.970000028610229492e+01,6.313333511352539062e+01,5.653333067893981934e+01,6.430000066757202148e+01,4.990000128746032715e+01,4.769999980926513672e+01,5.503333210945129395e+01,5.423333048820495605e+01,5.773333311080932617e+01
5.500000119209289551e+01,5.736666917800903320e+01,6.183333396911621094e+01,5.740000009536743164e+01,6.546666622161865234e+01,4.986666738986968994e+01,4.723333418369293213e+01,5.519999861717224121e+01,5.320000052452087402e+01,5.813333392143249512e+01
5.490000247955322266e+01,5.926666855812072754e+01,6.090000271797180176e+01,5.713333487510681152e+01,6.336666941642761230e+01,5.183333158493041992e+01,4.583333432674407959e+01,5.619999766349792480e+01,5.516666769981384277e+01,5.916666388511657715e+01
5.593333244323730469e+01,5.973333120346069336e+01,6.236666440963745117e+01,5.630000233650207520e+01,6.299999952316284180e+01,5.003333091735839844e+01,4.523333311080932617e+01,5.529999732971191406e+01,5.463333129882812500e+01,5.870000123977661133e+01
5.479999780654907227e+01,5.740000009536743164e+01,6.136666536331176758e+01,5.743333101272583008e+01,6.433333158493041992e+01,5.116666555404663086e+01,4.749999940395355225e+01,5.500000119209289551e+01,5.326666831970214844e+01,5.860000252723693848e+01
5.466666817665100098e+01,5.856666564941406250e+01,6.076666712760925293e+01,5.673333406448364258e+01,6.489999890327453613e+01,5.080000162124633789e+01,4.706666767597198486e+01,5.460000038146972656e+01,5.353333353996276855e+01,5.793333053588867188e+01
5.500000119209289551e+01,5.736666917800903320e+01,6.183333396911621094e+01,5.740000009536743164e+01,6.546666622161865234e+01,4.986666738986968994e+01,4.723333418369293213e+01,5.519999861717224121e+01,5.320000052452087402e+01,5.813333392143249512e+01
5.463333129882812500e+01,5.843333601951599121e+01,6.113333106040954590e+01,5.733333230018615723e+01,6.513333320617675781e+01,4.996666610240936279e+01,4.673333466053009033e+01,5.573333501815795898e+01,5.276666879653930664e+01,5.846666693687438965e+01
5.376666784286499023e+01,5.789999961853027344e+01,6.173333525657653809e+01,5.759999752044677734e+01,6.570000052452087402e+01,4.966666698455810547e+01,4.673333466053009033e+01,5.529999732971191406e+01,5.353333353996276855e+01,5.830000042915344238e+01
